order_id,order_date,ship_date,delivery_date,customer_id,region,state,city,sales_channel,payment_method,shipping_type,coupon_code,order_status,is_first_order,customer_order_number,order_gross_sales,item_discount_amount,coupon_discount_amount,order_net_sales,shipping_fee,tax_amount,order_total,order_cogs,order_gross_profit
O500731,2024-11-08,2024-11-12,2024-11-17,C100297,South,Texas,San Antonio,Website,Credit Card,Standard,SPRING15,Delivered,False,4,44.84,2.24,1.28,41.32,5.99,3.75,51.06,26.6,14.72
O500732,2024-10-29,2024-10-31,2024-11-03,C100298,West,California,San Jose,Website,Credit Card,Express,BF2024,Delivered,True,1,162.69,16.26,4.39,142.04,6.0,12.04,160.08,109.11,32.93
O500733,2025-02-07,2025-02-09,2025-02-13,C100298,West,California,San Jose,Website,Apple Pay,Standard,BF2024,Delivered,False,2,108.96,10.9,2.94,95.12,5.99,8.81,109.92,72.09,23.03
O500734,2024-12-02,2024-12-03,2024-12-06,C100299,Midwest,Ohio,Cleveland,Marketplace,Credit Card,Standard,,Delivered,True,1,245.5,0.0,0.0,245.5,0.0,14.92,260.42,109.94,135.56
O500735,2024-12-17,2024-12-19,2024-12-24,C100299,Midwest,Ohio,Cleveland,Website,Credit Card,Express,SUMMER10,Delivered,False,2,135.61,10.85,0.0,124.76,6.0,7.27,138.03,83.8,40.96
O500736,2025-03-03,2025-03-05,2025-03-10,C100299,Midwest,Ohio,Cleveland,Mobile App,Credit Card,Standard,SPRING15,Delivered,False,3,464.69,40.25,12.73,411.71,0.0,34.47,446.18,276.34,135.37
O500737,2024-05-01,2024-05-02,2024-05-05,C100300,Northeast,Massachusetts,Cambridge,Website,Credit Card,Standard,,Delivered,True,1,502.17,0.0,0.0,502.17,0.0,34.1,536.27,279.56,222.61
O500738,2024-05-26,2024-05-29,2024-06-04,C100300,Northeast,Massachusetts,Cambridge,Website,Credit Card,Express,,Delivered,False,2,32.64,0.0,0.0,32.64,11.99,3.07,47.7,13.97,18.67
O500739,2024-10-18,2024-10-19,2024-10-22,C100300,Northeast,Massachusetts,Cambridge,Website,PayPal,Express,VIP20,Delivered,False,3,515.98,61.91,0.0,454.07,6.0,32.68,492.75,288.46,165.61
O500740,2024-10-21,2024-10-23,2024-10-26,C100300,Northeast,Massachusetts,Cambridge,Marketplace,Credit Card,Standard,,Delivered,False,4,60.78,0.0,0.0,60.78,5.99,5.02,71.79,38.98,21.8
O500741,2024-12-18,2024-12-20,2024-12-23,C100300,Northeast,Massachusetts,Cambridge,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,5,30.04,3.0,1.35,25.69,5.99,2.32,34.0,23.12,2.57
O500742,2025-05-16,2025-05-18,2025-05-22,C100300,Northeast,Massachusetts,Cambridge,Website,PayPal,Standard,FREESHIP,Delivered,False,6,150.7,0.0,0.0,150.7,0.0,8.95,159.65,89.64,61.06
O500743,2025-06-09,2025-06-11,2025-06-15,C100300,Northeast,Massachusetts,Cambridge,Website,Credit Card,Standard,BF2024,Delivered,False,7,168.37,16.84,4.55,146.98,0.0,11.78,158.76,111.74,35.24
O500744,2025-03-28,2025-03-29,2025-04-02,C100301,South,Texas,Dallas,Website,PayPal,Standard,VIP20,Delivered,True,1,43.98,5.28,1.16,37.54,5.99,2.29,45.82,17.71,19.83
O500745,2025-05-05,2025-05-07,2025-05-10,C100301,South,Texas,Dallas,Website,Credit Card,Express,,Delivered,False,2,160.92,0.0,0.0,160.92,6.0,11.92,178.84,121.92,39.0
O500746,2024-12-29,2024-12-31,2025-01-06,C100302,South,Florida,Orlando,Mobile App,Credit Card,Same Day,WELCOME10,Delivered,True,1,149.81,14.98,4.04,130.79,13.0,8.34,152.13,79.24,51.55
O500747,2025-06-08,2025-06-10,2025-06-13,C100303,South,Florida,Orlando,Mobile App,Credit Card,Standard,FREESHIP,Delivered,True,1,186.69,0.0,0.0,186.69,0.0,16.82,203.51,95.2,91.49
O500748,2024-06-16,2024-06-17,2024-06-22,C100304,Northeast,New York,New York,Website,Credit Card,Standard,VIP20,Delivered,True,1,303.2,36.39,8.0,258.81,0.0,19.62,278.43,122.61,136.2
O500749,2025-02-11,2025-02-14,2025-02-17,C100304,Northeast,New York,New York,Marketplace,Apple Pay,Express,,Delivered,False,2,161.85,0.0,0.0,161.85,6.0,14.54,182.39,76.74,85.11
O500750,2025-04-13,2025-04-14,2025-04-16,C100304,Northeast,New York,New York,Mobile App,Credit Card,Express,NEWYEAR10,Delivered,False,3,436.2,42.84,11.8,381.56,6.0,22.62,410.18,240.56,141.0
O500751,2024-04-19,2024-04-20,2024-04-24,C100305,South,Texas,Dallas,Website,Buy Now Pay Later,Standard,NEWYEAR10,Delivered,True,1,331.03,30.33,9.02,291.68,0.0,27.69,319.37,183.45,108.23
O500752,2024-09-15,2024-09-17,2024-09-20,C100305,South,Texas,Dallas,Mobile App,Google Pay,Standard,SUMMER10,Delivered,False,2,66.1,5.29,1.82,58.99,5.99,4.91,69.89,30.02,28.97
O500753,2025-01-05,2025-01-07,2025-01-11,C100305,South,Texas,Dallas,Marketplace,PayPal,Express,NEWYEAR10,Delivered,False,3,86.08,6.88,0.0,79.2,11.99,5.17,96.36,53.22,25.98
O500754,2025-01-28,2025-01-30,2025-02-03,C100305,South,Texas,Dallas,Website,Credit Card,Standard,SUMMER10,Delivered,False,4,86.96,4.35,0.0,82.61,5.99,7.27,95.87,55.34,27.27
O500755,2025-05-22,2025-05-23,2025-05-26,C100305,South,Texas,Dallas,Marketplace,Apple Pay,Standard,SUMMER10,Delivered,False,5,90.74,7.26,2.5,80.98,5.99,4.72,91.69,60.95,20.03
O500756,2024-11-22,2024-11-24,2024-11-27,C100308,Northeast,New York,Buffalo,Website,Credit Card,Standard,WELCOME10,Delivered,True,1,170.72,13.66,0.0,157.06,0.0,9.76,166.82,87.56,69.5
O500757,2024-06-22,2024-06-24,2024-06-26,C100309,Midwest,Ohio,Columbus,Marketplace,Apple Pay,Standard,SPRING15,Delivered,True,1,60.92,3.05,0.0,57.87,5.99,3.44,67.3,36.21,21.66
O500758,2024-08-16,2024-08-18,2024-08-22,C100309,Midwest,Ohio,Columbus,Website,PayPal,Express,FREESHIP,Delivered,False,2,336.5,0.0,0.0,336.5,6.0,30.4,372.9,223.48,113.02
O500759,2024-12-12,2024-12-13,2024-12-16,C100309,Midwest,Ohio,Columbus,Mobile App,Credit Card,Standard,,Delivered,False,3,76.15,3.81,0.0,72.34,5.99,5.46,83.79,41.14,31.2
O500760,2024-12-27,2024-12-29,2025-01-02,C100309,Midwest,Ohio,Columbus,Mobile App,Google Pay,Express,,Delivered,False,4,15.27,0.0,0.0,15.27,11.99,1.29,28.55,10.85,4.42
O500761,2025-02-08,2025-02-09,2025-02-12,C100309,Midwest,Ohio,Columbus,Marketplace,Credit Card,Standard,NEWYEAR10,Delivered,False,5,223.06,22.31,6.02,194.73,0.0,13.58,208.31,118.12,76.61
O500762,2025-03-20,2025-03-22,2025-03-24,C100309,Midwest,Ohio,Columbus,Mobile App,Apple Pay,Express,WELCOME10,Delivered,False,6,178.85,14.31,0.0,164.54,6.0,9.5,180.04,88.62,75.92
O500763,2025-06-03,2025-06-04,2025-06-06,C100310,Midwest,Michigan,Grand Rapids,Marketplace,Credit Card,Express,WELCOME10,Delivered,True,1,205.05,16.84,0.0,188.21,6.0,13.2,207.41,106.6,81.61
O500764,2025-01-26,2025-01-28,2025-02-01,C100311,South,Texas,Houston,Mobile App,Apple Pay,Standard,SPRING15,Delivered,True,1,101.14,6.9,2.83,91.41,5.99,7.98,105.38,56.4,35.01
O500765,2025-02-13,2025-02-14,2025-02-18,C100311,South,Texas,Houston,Website,Credit Card,Express,,Delivered,False,2,111.96,9.05,0.0,102.91,6.0,9.47,118.38,56.61,46.3
O500766,2024-06-07,2024-06-09,2024-06-13,C100312,Northeast,New York,Rochester,Website,Apple Pay,Standard,WELCOME10,Delivered,True,1,516.68,29.7,14.61,472.37,0.0,30.08,502.45,358.28,114.09
O500767,2025-05-17,2025-05-20,2025-05-22,C100312,Northeast,New York,Rochester,Marketplace,PayPal,Express,FREESHIP,Delivered,False,2,235.0,5.12,0.0,229.88,6.0,21.12,257.0,147.99,81.89
O500768,2024-08-22,2024-08-25,2024-08-30,C100313,South,Texas,Dallas,Website,Credit Card,Standard,,Delivered,True,1,42.56,0.0,0.0,42.56,5.99,3.89,52.44,17.71,24.85
O500769,2024-07-11,2024-07-12,2024-07-15,C100314,South,Texas,Austin,Mobile App,Apple Pay,Standard,,Delivered,True,1,349.78,0.0,0.0,349.78,0.0,28.33,378.11,205.58,144.2
O500770,2024-07-14,2024-07-17,2024-07-23,C100314,South,Texas,Austin,Website,Credit Card,Express,SPRING15,Delivered,False,2,350.09,33.63,15.82,300.64,6.0,20.34,326.98,249.73,50.91
O500771,2025-01-17,2025-01-19,2025-01-21,C100314,South,Texas,Austin,Website,Credit Card,Express,BF2024,Delivered,False,3,107.74,10.77,4.85,92.12,11.99,6.63,110.74,72.22,19.9
O500772,2025-01-30,2025-01-31,2025-02-04,C100314,South,Texas,Austin,Marketplace,Apple Pay,Standard,BF2024,Delivered,False,4,115.1,11.51,0.0,103.59,0.0,7.47,111.06,63.25,40.34
O500773,2024-12-03,2024-12-06,2024-12-09,C100315,Northeast,New York,Rochester,Website,PayPal,Express,,Delivered,True,1,666.74,0.0,0.0,666.74,6.0,49.66,722.4,452.22,214.52
O500774,2025-04-09,2025-04-12,2025-04-17,C100315,Northeast,New York,Rochester,Website,Credit Card,Standard,,Delivered,False,2,114.13,0.0,0.0,114.13,0.0,8.65,122.78,65.6,48.53
O500775,2025-04-13,2025-04-15,2025-04-18,C100316,West,Washington,Tacoma,Marketplace,Credit Card,Express,,Delivered,True,1,282.61,0.0,0.0,282.61,6.0,26.68,315.29,184.16,98.45
O500776,2025-05-07,2025-05-08,2025-05-13,C100316,West,Washington,Tacoma,Mobile App,Apple Pay,Standard,,Delivered,False,2,229.6,0.0,0.0,229.6,0.0,14.13,243.73,166.97,62.63
O500777,2024-08-28,2024-08-31,2024-09-04,C100317,South,North Carolina,Raleigh,Website,Apple Pay,Express,,Delivered,True,1,58.19,0.0,0.0,58.19,11.99,4.23,74.41,31.69,26.5
O500778,2024-12-28,2024-12-29,2025-01-01,C100317,South,North Carolina,Raleigh,Website,Credit Card,Express,FREESHIP,Delivered,False,2,205.77,6.89,0.0,198.88,6.0,13.42,218.3,103.79,95.09
O500779,2025-06-12,2025-06-16,2025-06-21,C100317,South,North Carolina,Raleigh,Mobile App,Buy Now Pay Later,Standard,WELCOME10,Delivered,False,3,37.74,3.02,0.0,34.72,5.99,2.84,43.55,18.33,16.39
O500780,2024-12-04,2024-12-06,2024-12-12,C100318,South,Texas,San Antonio,Marketplace,PayPal,Standard,FREESHIP,Delivered,True,1,112.39,0.0,0.0,112.39,0.0,9.44,121.83,74.53,37.86
O500781,2025-06-20,2025-06-22,2025-06-25,C100318,South,Texas,San Antonio,Website,Credit Card,Standard,FREESHIP,Delivered,False,2,32.18,0.0,0.0,32.18,0.0,1.87,34.05,19.28,12.9
O500782,2024-01-18,2024-01-19,2024-01-23,C100319,West,Washington,Bellevue,Marketplace,Credit Card,Standard,BF2024,Delivered,True,1,433.97,43.39,19.53,371.05,0.0,28.04,399.09,283.53,87.52
O500783,2024-08-17,2024-08-20,2024-08-23,C100319,West,Washington,Bellevue,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,False,2,62.9,3.14,1.79,57.97,5.99,4.02,67.98,38.56,19.41
O500784,2024-10-25,2024-10-27,2024-10-31,C100319,West,Washington,Bellevue,Mobile App,Credit Card,Standard,SPRING15,Delivered,False,3,123.48,8.89,3.44,111.15,0.0,6.28,117.43,75.28,35.87
O500785,2025-04-05,2025-04-07,2025-04-10,C100319,West,Washington,Bellevue,Website,Credit Card,Same Day,SPRING15,Delivered,False,4,338.1,22.16,0.0,315.94,13.0,26.99,355.93,199.37,116.57
O500786,2024-06-01,2024-06-03,2024-06-06,C100320,Midwest,Illinois,Chicago,Mobile App,PayPal,Express,,Delivered,True,1,414.11,0.0,0.0,414.11,6.0,24.45,444.56,231.77,182.34
O500787,2024-10-22,2024-10-23,2024-10-26,C100320,Midwest,Illinois,Chicago,Website,Google Pay,Standard,SUMMER10,Delivered,False,2,21.79,1.09,0.0,20.7,5.99,1.79,28.48,14.37,6.33
O500788,2025-02-28,2025-03-02,2025-03-07,C100320,Midwest,Illinois,Chicago,Marketplace,Apple Pay,Standard,FREESHIP,Delivered,False,3,27.27,2.73,0.0,24.54,0.0,1.82,26.36,18.03,6.51
O500789,2025-03-24,2025-03-27,2025-03-31,C100322,West,Arizona,Tempe,Website,PayPal,Express,,Delivered,True,1,739.45,0.0,0.0,739.45,6.0,62.77,808.22,443.75,295.7
O500790,2025-05-27,2025-05-30,2025-06-02,C100322,West,Arizona,Tempe,Mobile App,Buy Now Pay Later,Standard,,Delivered,False,2,372.27,0.0,0.0,372.27,0.0,24.29,396.56,183.78,188.49
O500791,2025-04-16,2025-04-19,2025-04-22,C100323,Midwest,Illinois,Springfield,Mobile App,Credit Card,Standard,,Delivered,True,1,267.65,0.0,0.0,267.65,0.0,18.01,285.66,169.95,97.7
O500792,2025-05-02,2025-05-05,2025-05-08,C100323,Midwest,Illinois,Springfield,Mobile App,PayPal,Standard,,Delivered,False,2,80.18,3.72,0.0,76.46,5.99,6.95,89.4,42.55,33.91
O500793,2024-10-06,2024-10-08,2024-10-12,C100326,West,Oregon,Salem,Mobile App,Credit Card,Standard,,Delivered,True,1,102.35,0.0,0.0,102.35,0.0,8.36,110.71,59.05,43.3
O500794,2025-01-28,2025-01-30,2025-02-03,C100326,West,Oregon,Salem,Website,PayPal,Standard,,Delivered,False,2,41.91,0.0,0.0,41.91,5.99,2.47,50.37,18.29,23.62
O500795,2025-06-22,2025-06-25,2025-06-28,C100326,West,Oregon,Salem,Marketplace,Credit Card,Express,,Delivered,False,3,642.13,5.06,0.0,637.07,6.0,48.3,691.37,434.74,202.33
O500796,2024-06-02,2024-06-06,2024-06-10,C100328,South,North Carolina,Charlotte,Website,Credit Card,Standard,SPRING15,Delivered,True,1,146.95,14.7,3.97,128.28,0.0,9.48,137.76,98.34,29.94
O500797,2024-09-30,2024-10-03,2024-10-06,C100328,South,North Carolina,Charlotte,Website,PayPal,Standard,,Delivered,False,2,173.9,0.0,0.0,173.9,0.0,11.16,185.06,100.66,73.24
O500798,2024-10-18,2024-10-20,2024-10-24,C100328,South,North Carolina,Charlotte,Mobile App,Apple Pay,Standard,WELCOME10,Delivered,False,3,176.8,11.46,0.0,165.34,0.0,11.78,177.12,69.44,95.9
O500799,2024-11-11,2024-11-13,2024-11-15,C100329,South,Florida,Orlando,Marketplace,PayPal,Same Day,,Delivered,True,1,92.62,0.0,0.0,92.62,18.99,8.28,119.89,72.43,20.19
O500800,2024-12-30,2025-01-02,2025-01-05,C100329,South,Florida,Orlando,Mobile App,PayPal,Standard,SUMMER10,Delivered,False,2,375.85,31.83,0.0,344.02,0.0,21.03,365.05,218.67,125.35
O500801,2025-01-09,2025-01-10,2025-01-12,C100329,South,Florida,Orlando,Website,Credit Card,Standard,NEWYEAR10,Delivered,False,3,290.66,23.26,8.02,259.38,0.0,15.96,275.34,177.72,81.66
O500802,2025-03-22,2025-03-26,2025-03-29,C100329,South,Florida,Orlando,Website,PayPal,Standard,,Delivered,False,4,53.85,2.15,0.0,51.7,5.99,4.77,62.46,28.61,23.09
O500803,2025-05-12,2025-05-14,2025-05-18,C100329,South,Florida,Orlando,Mobile App,Credit Card,Standard,,Delivered,False,5,153.07,0.0,0.0,153.07,0.0,9.95,163.02,102.87,50.2
O500804,2024-04-07,2024-04-09,2024-04-12,C100330,West,California,Los Angeles,Marketplace,Credit Card,Standard,FREESHIP,Delivered,True,1,78.35,0.0,0.0,78.35,0.0,6.54,84.89,46.39,31.96
O500805,2024-09-20,2024-09-24,2024-09-30,C100330,West,California,Los Angeles,Website,Apple Pay,Standard,,Delivered,False,2,44.12,0.0,0.0,44.12,5.99,3.6,53.71,18.29,25.83
O500806,2025-01-26,2025-01-28,2025-01-31,C100331,Midwest,Ohio,Cleveland,Website,Credit Card,Express,,Delivered,True,1,106.58,0.0,0.0,106.58,6.0,8.33,120.91,74.49,32.09
O500807,2025-05-12,2025-05-16,2025-05-22,C100331,Midwest,Ohio,Cleveland,Website,Buy Now Pay Later,Standard,,Delivered,False,2,22.67,0.0,0.0,22.67,5.99,1.44,30.1,14.37,8.3
O500808,2024-07-06,2024-07-08,2024-07-13,C100332,Northeast,New York,New York,Mobile App,Credit Card,Standard,,Delivered,True,1,84.69,0.0,0.0,84.69,5.99,4.77,95.45,45.76,38.93
O500809,2024-12-11,,,C100332,Northeast,New York,New York,Website,Credit Card,Standard,SUMMER10,Cancelled,False,2,126.73,10.14,3.5,0.0,0.0,0.0,0.0,68.88,0.0
O500810,2025-01-17,2025-01-19,2025-01-23,C100332,Northeast,New York,New York,Marketplace,Credit Card,Standard,SPRING15,Delivered,False,3,221.82,17.75,10.2,193.87,0.0,14.88,208.75,145.57,48.3
O500811,2025-06-07,2025-06-09,2025-06-13,C100333,Midwest,Ohio,Cleveland,Marketplace,Apple Pay,Standard,,Delivered,True,1,194.37,0.0,0.0,194.37,0.0,14.78,209.15,149.65,44.72
O500812,2024-02-12,2024-02-13,2024-02-17,C100334,South,Georgia,Savannah,Website,Credit Card,Standard,,Delivered,True,1,197.97,6.31,0.0,191.66,0.0,16.0,207.66,130.65,61.01
O500813,2024-08-06,2024-08-09,2024-08-14,C100334,South,Georgia,Savannah,Marketplace,Credit Card,Standard,NEWYEAR10,Delivered,False,2,208.99,15.06,5.82,188.11,0.0,13.44,201.55,120.52,67.59
O500814,2025-05-08,2025-05-11,2025-05-16,C100334,South,Georgia,Savannah,Marketplace,Credit Card,Standard,SPRING15,Delivered,False,3,216.26,17.3,0.0,198.96,0.0,12.47,211.43,118.12,80.84
O500815,2025-06-21,2025-06-23,2025-06-26,C100335,Northeast,New York,Rochester,Website,Buy Now Pay Later,Standard,FREESHIP,Delivered,True,1,71.35,1.51,0.0,69.84,0.0,4.43,74.27,47.34,22.5
O500816,2024-01-20,2024-01-24,2024-01-29,C100336,Northeast,New York,Buffalo,Mobile App,Google Pay,Standard,FREESHIP,Delivered,True,1,300.99,0.0,0.0,300.99,0.0,18.66,319.65,214.62,86.37
O500817,2024-03-08,2024-03-10,2024-03-12,C100336,Northeast,New York,Buffalo,Marketplace,Apple Pay,Express,WELCOME10,Delivered,False,2,77.92,6.23,0.0,71.69,11.99,6.44,90.12,57.07,14.62
O500818,2024-05-18,2024-05-21,2024-05-25,C100336,Northeast,New York,Buffalo,Mobile App,Credit Card,Standard,NEWYEAR10,Delivered,False,3,234.25,16.17,6.54,211.54,0.0,19.58,231.12,144.26,67.28
O500819,2024-10-29,2024-11-02,2024-11-05,C100336,Northeast,New York,Buffalo,Website,Credit Card,Standard,,Delivered,False,4,276.02,13.92,0.0,262.1,0.0,15.04,277.14,135.22,126.88
O500820,2024-11-09,2024-11-11,2024-11-13,C100336,Northeast,New York,Buffalo,Mobile App,Credit Card,Express,FREESHIP,Delivered,False,5,315.51,2.16,0.0,313.35,6.0,25.26,344.61,212.63,100.72
O500821,2025-04-24,2025-04-26,2025-04-30,C100336,Northeast,New York,Buffalo,Marketplace,Buy Now Pay Later,Same Day,,Delivered,False,6,110.71,0.0,0.0,110.71,13.0,6.76,130.47,59.06,51.65
O500822,2025-06-02,2025-06-06,2025-06-10,C100336,Northeast,New York,Buffalo,Mobile App,Credit Card,Express,,Delivered,False,7,21.81,0.0,0.0,21.81,11.99,1.5,35.3,15.27,6.54
O500823,2024-01-09,2024-01-11,2024-01-14,C100338,South,Texas,Houston,Website,Apple Pay,Standard,WELCOME10,Delivered,True,1,569.73,45.58,26.21,497.94,0.0,42.93,540.87,355.68,142.26
O500824,2024-02-03,2024-02-05,2024-02-09,C100338,South,Texas,Houston,Marketplace,Credit Card,Express,FREESHIP,Delivered,False,2,45.34,0.0,0.0,45.34,6.0,2.65,53.99,35.51,9.83
O500825,2024-04-22,2024-04-26,2024-04-28,C100338,South,Texas,Houston,Marketplace,Credit Card,Standard,SPRING15,Delivered,False,3,95.26,9.53,0.0,85.73,5.99,8.09,99.81,69.13,16.6
O500826,2024-08-25,2024-08-27,2024-08-29,C100338,South,Texas,Houston,Mobile App,Credit Card,Standard,FREESHIP,Delivered,False,4,94.15,0.0,0.0,94.15,0.0,8.02,102.17,61.57,32.58
O500827,2024-09-13,2024-09-17,2024-09-19,C100338,South,Texas,Houston,Marketplace,PayPal,Standard,WELCOME10,Delivered,False,5,98.61,7.89,0.0,90.72,5.99,8.46,105.17,53.71,37.01
O500828,2024-10-16,2024-10-17,2024-10-20,C100338,South,Texas,Houston,Website,Credit Card,Same Day,WELCOME10,Delivered,False,6,176.85,14.15,4.88,157.82,13.0,14.02,184.84,108.63,49.19
O500829,2024-10-22,2024-10-24,2024-10-26,C100338,South,Texas,Houston,Website,Buy Now Pay Later,Standard,,Delivered,False,7,207.37,0.0,0.0,207.37,0.0,13.38,220.75,113.76,93.61
O500830,2024-12-13,2024-12-15,2024-12-19,C100338,South,Texas,Houston,Mobile App,Credit Card,Standard,WELCOME10,Delivered,False,8,176.93,17.7,0.0,159.23,0.0,9.78,169.01,106.11,53.12
O500831,2024-05-23,2024-05-25,2024-05-28,C100339,Northeast,New York,New York,Website,Credit Card,Standard,NEWYEAR10,Delivered,True,1,434.98,42.62,11.77,380.59,0.0,30.79,411.38,239.52,141.07
O500832,2024-06-03,2024-06-07,2024-06-10,C100339,Northeast,New York,New York,Website,Buy Now Pay Later,Standard,FREESHIP,Delivered,False,2,136.02,0.0,0.0,136.02,0.0,9.93,145.95,54.23,81.79
O500833,2024-07-15,2024-07-16,2024-07-19,C100339,Northeast,New York,New York,Marketplace,Credit Card,Standard,FREESHIP,Delivered,False,3,85.61,0.0,0.0,85.61,0.0,5.09,90.7,46.36,39.25
O500834,2024-10-28,2024-10-29,2024-11-01,C100339,Northeast,New York,New York,Website,Credit Card,Standard,,Delivered,False,4,133.86,0.0,0.0,133.86,0.0,11.88,145.74,75.62,58.24
O500835,2025-04-12,2025-04-13,2025-04-17,C100339,Northeast,New York,New York,Website,Credit Card,Standard,WELCOME10,Delivered,False,5,84.0,6.72,2.32,74.96,5.99,7.02,87.97,46.33,28.63
O500836,2024-01-11,2024-01-12,2024-01-14,C100340,Northeast,New Jersey,Newark,Website,PayPal,Standard,,Delivered,True,1,96.32,0.0,0.0,96.32,5.99,5.4,107.71,69.13,27.19
O500837,2024-04-02,2024-04-04,2024-04-07,C100340,Northeast,New Jersey,Newark,Website,Apple Pay,Standard,,Delivered,False,2,157.48,1.39,0.0,156.09,0.0,8.76,164.85,98.1,57.99
O500838,2024-05-19,2024-05-22,2024-05-28,C100340,Northeast,New Jersey,Newark,Website,Credit Card,Standard,,Delivered,False,3,66.14,0.0,0.0,66.14,5.99,5.72,77.85,20.63,45.51
O500839,2025-05-25,2025-05-29,2025-06-02,C100340,Northeast,New Jersey,Newark,Mobile App,PayPal,Standard,NEWYEAR10,Delivered,False,4,203.98,17.58,0.0,186.4,0.0,16.63,203.03,115.55,70.85
O500840,2024-09-03,2024-09-05,2024-09-08,C100341,Midwest,Michigan,Detroit,Website,PayPal,Standard,VIP20,Delivered,True,1,136.61,16.39,0.0,120.22,0.0,7.9,128.12,75.39,44.83
O500841,2025-02-21,2025-02-23,2025-02-27,C100341,Midwest,Michigan,Detroit,Website,Apple Pay,Standard,WELCOME10,Delivered,False,2,113.18,9.05,3.12,101.01,0.0,6.77,107.78,59.06,41.95
O500842,2024-11-07,2024-11-08,2024-11-12,C100342,Midwest,Illinois,Springfield,Mobile App,Credit Card,Standard,SUMMER10,Delivered,True,1,587.75,47.02,0.0,540.73,0.0,30.28,571.01,412.21,128.52
O500843,2024-12-20,2024-12-22,2024-12-26,C100342,Midwest,Illinois,Springfield,Website,Credit Card,Standard,,Delivered,False,2,114.63,5.73,0.0,108.9,0.0,6.1,115.0,59.06,49.84
O500844,2024-12-26,2024-12-30,2025-01-03,C100342,Midwest,Illinois,Springfield,Website,Apple Pay,Standard,WELCOME10,Delivered,False,3,61.31,4.91,1.69,54.71,5.99,4.42,65.12,29.93,24.78
O500845,2025-05-09,2025-05-10,2025-05-12,C100342,Midwest,Illinois,Springfield,Marketplace,Buy Now Pay Later,Standard,,Delivered,False,4,23.5,0.0,0.0,23.5,5.99,1.49,30.98,12.82,10.68
O500846,2025-06-10,2025-06-12,2025-06-16,C100342,Midwest,Illinois,Springfield,Mobile App,Credit Card,Standard,SPRING15,Delivered,False,5,349.67,21.98,0.0,327.69,0.0,19.2,346.89,201.64,126.05
O500847,2024-01-11,2024-01-13,2024-01-16,C100343,South,Georgia,Savannah,Website,Apple Pay,Standard,SPRING15,Delivered,True,1,144.94,11.6,4.0,129.34,0.0,10.02,139.36,107.4,21.94
O500848,2024-03-19,2024-03-21,2024-03-26,C100343,South,Georgia,Savannah,Mobile App,Credit Card,Standard,SUMMER10,Delivered,False,2,20.66,1.65,0.57,18.44,5.99,1.07,25.5,15.27,3.17
O500849,2024-05-08,2024-05-11,2024-05-14,C100343,South,Georgia,Savannah,Website,Credit Card,Standard,SUMMER10,Delivered,False,3,95.74,7.66,0.0,88.08,5.99,5.34,99.41,61.57,26.51
O500850,2024-12-06,2024-12-07,2024-12-12,C100343,South,Georgia,Savannah,Website,Apple Pay,Same Day,,Delivered,False,4,272.76,0.0,0.0,272.76,13.0,23.05,308.81,158.65,114.11
O500851,2024-11-30,2024-12-02,2024-12-04,C100344,West,California,Sacramento,Website,Credit Card,Standard,SUMMER10,Delivered,True,1,73.66,7.37,0.0,66.29,5.99,5.03,77.31,37.29,29.0
